2019-02-05 21:27:14.615118,time,altitude,velocity,acceleration
2019-02-05 21:27:14.662952,8.28,117.65855821559137,-21.395270900481652,-9.81
2019-02-05 21:27:14.662985,8.32,116.80274737957211,-21.78767090048165,-9.81
2019-02-05 21:27:14.663019,8.36,115.93124054355285,-22.18007090048165,-9.81
2019-02-05 21:27:14.663053,8.4,115.04403770753358,-22.572470900481648,-9.81
2019-02-05 21:27:14.663087,8.44,114.14113887151431,-22.964870900481646,-9.81
2019-02-05 21:27:14.663121,8.48,113.22254403549505,-23.357270900481645,-9.81
2019-02-05 21:27:14.663155,8.52,112.28825319947578,-23.749670900481643,-9.81
2019-02-05 21:27:14.663188,8.56,111.33826636345651,-24.14207090048164,-9.81
2019-02-05 21:27:14.663221,8.6,110.37258352743724,-24.53447090048164,-9.81
2019-02-05 21:27:14.663254,8.64,109.39120469141798,-24.92687090048164,-9.81
2019-02-05 21:27:14.663289,8.68,108.39412985539872,-25.319270900481637,-9.81
2019-02-05 21:27:14.663347,8.72,107.38135901937945,-25.711670900481636,-9.81
2019-02-05 21:27:14.663385,8.76,106.35289218336018,-26.104070900481634,-9.81
2019-02-05 21:27:14.663418,8.8,105.30872934734091,-26.496470900481633,-9.81
2019-02-05 21:27:14.663465,8.84,104.24887051132166,-26.88887090048163,-9.81
2019-02-05 21:27:14.663502,8.88,103.17331567530239,-27.28127090048163,-9.81
2019-02-05 21:27:14.663536,8.92,102.08206483928312,-27.67367090048163,-9.81
2019-02-05 21:27:14.663570,8.96,100.97511800326386,-28.066070900481627,-9.81
2019-02-05 21:27:14.663604,9.0,99.85247516724459,-28.458470900481625,-9.81
2019-02-05 21:27:14.663639,9.040000000000001,98.71413633122533,-28.850870900481624,-9.81
2019-02-05 21:27:14.663674,9.08,97.56010149520607,-29.243270900481622,-9.81
2019-02-05 21:27:14.663708,9.120000000000001,96.3903706591868,-29.63567090048162,-9.81
2019-02-05 21:27:14.663742,9.16,95.20494382316754,-30.02807090048162,-9.81
2019-02-05 21:27:14.663776,9.200000000000001,94.00382098714827,-30.420470900481618,-9.81
2019-02-05 21:27:14.663810,9.24,92.787002151129,-30.812870900481617,-9.81
2019-02-05 21:27:14.663844,9.28,91.55448731510974,-31.205270900481615,-9.81
2019-02-05 21:27:14.663878,9.32,90.30627647909047,-31.597670900481614,-9.81
2019-02-05 21:27:14.663912,9.36,89.04236964307121,-31.990070900481612,-9.81
2019-02-05 21:27:14.663947,9.4,87.76276680705195,-32.382470900481614,-9.81
2019-02-05 21:27:14.663980,9.44,86.46746797103268,-32.774870900481616,-9.81
2019-02-05 21:27:14.664013,9.48,85.15647313501341,-33.16727090048162,-9.81
2019-02-05 21:27:14.664047,9.52,83.82978229899415,-33.55967090048162,-9.81
2019-02-05 21:27:14.664082,9.56,82.48739546297489,-33.95207090048162,-9.81
2019-02-05 21:27:14.664115,9.6,81.12931262695562,-34.344470900481625,-9.81
2019-02-05 21:27:14.664154,9.64,79.75553379093635,-34.73687090048163,-9.81
2019-02-05 21:27:14.664188,9.68,78.3660589549171,-35.12927090048163,-9.81
2019-02-05 21:27:14.664222,9.72,76.96088811889783,-35.52167090048163,-9.81
2019-02-05 21:27:14.664255,9.76,75.54002128287856,-35.91407090048163,-9.81
2019-02-05 21:27:14.664289,9.8,74.10345844685929,-36.306470900481635,-9.81
2019-02-05 21:27:14.664322,9.84,72.65119961084002,-36.69887090048164,-9.81
2019-02-05 21:27:14.664355,9.88,71.18324477482076,-37.09127090048164,-9.81
2019-02-05 21:27:14.664396,9.92,69.6995939388015,-37.48367090048164,-9.81
2019-02-05 21:27:14.664430,9.96,68.20024710278223,-37.87607090048164,-9.81
2019-02-05 21:27:14.664464,10.0,66.68520426676297,-38.268470900481645,-9.81
2019-02-05 21:27:14.664499,10.040000000000001,65.1544654307437,-38.66087090048165,-9.81
2019-02-05 21:27:14.664533,10.08,63.60803059472443,-39.05327090048165,-9.81
2019-02-05 21:27:14.664568,10.120000000000001,62.04589975870517,-39.44567090048165,-9.81
2019-02-05 21:27:14.664602,10.16,60.468072922685906,-39.838070900481654,-9.81
2019-02-05 21:27:14.664636,10.200000000000001,58.87455008666664,-40.230470900481656,-9.81
2019-02-05 21:27:14.664670,10.24,57.26533125064737,-40.62287090048166,-9.81
2019-02-05 21:27:14.664704,10.28,55.640416414628106,-41.01527090048166,-9.81
2019-02-05 21:27:14.664738,10.32,53.99980557860884,-41.40767090048166,-9.81
2019-02-05 21:27:14.664772,10.36,52.343498742589574,-41.800070900481664,-9.81
